company,attendee_name,attendee_title
UCHealth,"Brittany Cyriacks, MSN, RN-BC, CMSRN",Clinical Informatics RN | Virtual Health Center Programs
Hyro.ai,Gili Lichtman Kurtz,Head of Strategic Partnerships
RWJ Barnabas Health,Fotini Katsipoutis,Clinical Nurse Educator
First Health Advisory,Carter Groome,CEO
Nonin Medical,Gabriela Acevedo,Manager
MUSC,Andrew Bacon,"RN, MSN"
ELLKAY,Ajay Kapare,President and Chief Strategy Officer
Vope Medical,Amy Lorincz,CEO and Co-founder
"Imprivata, Inc.",Sean Kelly,Chief Medical Officer & VP Cusomter Strategy
Optimum Healthcare IT,Curtis Hendrick,"VP, Cloud Service"
MaineHealth,Daniel Nigrin,Chief Information Officer
MJH Life Sciences,Mairon DaSilva,Associate Editor
Folx Health,Theodore Tinnell,Director of Clinical Operations
PayGround Inc.,Zach Fee,Director Channel Strategy
Take One Inc.,Daniel Sorochkin,Co-founder and CEO
BeyondHIE,Joshua Slen,CEO
KMS Healthcare,Joey Kennedy,VP of Sales
Syntho,Wim Kees Janssen,CEO
DrFirst,Kevin Ryder,"Vice President, Enterprise"
CereCore,Jillian Whitefield,Business Development Manager
Arista Networks,Edward Chapman,VP BD and Alliances
Medasource,Tarren Waugh,Director
inclusive+,Anna Jacobs,CEO
Cognizant,Melissa Merdan,Associate Vice President
Office Ally,Daniel Wojta,Director of Business Development
Ping Identity,Chris Barajas,Business Development
"Workday, Inc.",Keith Lohkamp,"Sr. Director, Industry Strategy"
Medasource,Brian Donahue,Director
American Medical Association,Gina Hess,"Program Administrator, Health Equity Innovation"
Medasource,David Porter,Principal
RedPoint Global,Mateo Vargas,Senior Business Development Representative
American Logistics,Jeff Kuckenbaker,Chief Innovation + Technology Officer
Mobile Heartbeat,Ron Remy,CEO
DrFirst,Tim Thompson,Senior Director of Program Management and Canada Operations
DrFirst,Kunal Agarwal,"President, Enterprise Solutions"
CirrusMD,Jamie Hall,President & CEO
TRIMEDX,Aaron Horne,Sales Solutions Architect
SpringTide Ventures,Ryan Morley,Partner
GHR Technology,Tony Caponi,Vice President
Previon,Dawson Christy,Sr Sales Executive
Cordea Consulting,Travis Earlywine,Regional Vice President
"Medcurio, Inc",Walter Stewart,CEO
Validic,Jeff Cutler,Chief Commercial Officer
Tandym Group,Matthew Hodgin,Vice President
Authenticx,Rishi Patel,Enterprise Account Executive
Emtelligent,Kim Perry,Chief Growth Officer
FallCall Solutions,Erik Panu,Board Member
Polso,Bridget Ross,Chief Executive Officer
GetWellNetwork,Kelsey Eenigenburg,Account Executive
Xandar Kardian,Linda Mayhue,"Senior Director, Clinical & Customer Success"
Tenovi,Frank James Villalba,Director of Business Development
Cordea Consulting,Mike Blundell,"VP, Consulting & Delivery"
MultiplAI Health Ltd.,Mark Ramondt,Co-Founder
Evernorth Health Services,Joe Sexton,"Sr. Advisor, Intelligence Solutions"
SpringTide Ventures,Brad Otto,Principal
Cordea Consulting,Jen Jones,Founder & CEO
Ping Identity,Chris Sault,Strategic Account Executive
Luminai,Varun Boriah,VP of Sales
Cecelia Health,Jonathan Foster,"VP, Clinical Solutions"
Ping Identity,Mckenzie Falleroni,Business Development
The Garage,Jessica Robinson,Chief Platform Officer
VYNYL,Mark Doubleday,Head Of Content Marketing
OxiWear,Shavini Fernando,CEO
inclusive+,Lori Ebenstein,Chief Product Officer
"Medcurio, Inc",Christa Bruce,CAO
VYNYL,Ian Harris,CEO
VYNYL,Nick Crabbs,Chief Community Officer
Mobile Heartbeat,Dan Power,Director of Sales
Steel Patriot Partners,Amy Ford,COO
Availity,Sam Schifman,Principal Architect for Innovation
"Abundant Health Acquisition, LLC (""aha!"")",Scott Schuster,VP Strategy & Solutions
Flowly,Celine Tien,Founder and CEO
Cloudticity,Justin Lawrence,Healthcare Cloud Specialist
Oracle Corporation,"Michelle Flemmings, MD",Industry Executive Director - Healthcare
Oatmeal Health,Jonathan Govette,Founder / CEO
Cognizant,Michelle Mariea,"Director, Intuitive Operations & Automation"
"HCTec Partners, LLC",Rich Ramponi,Regional Vice President
University of St. Thomas,Kjrk Reyerson,Faculty
Nutanix,Mary Rose Avila,Sr Healthcare Marketing Manager
athenahealth,Gregory LeGrow,Executive Director Payer Product Strategy
Ompractice,Sam Tackeff,Co-Founder
Langaware,Sarah Flora,Head of US Sales
Embr Labs,Heather Ritchie,Chief Strategy Officer
Cohere Health,John Gaines,"VP, Marketing"
Optimum Healthcare IT,Paul Canto,"EVP, Business Development"
PwC,Matthew Gretczko,"Partner, Cloud and Digital"
VerifiNow Inc,Paul Velusamy,CEO
aha! (Abundant Health Acquisition),Sam Spicer,Chief Product Officer
CereCore,Peyman Zand,VP Advisory
Acorai,Filip Peters,CEO & Co-founder
Aidoc,Brittany Edmondson,Event Manager
Acorai,Kasper Bourdette,Head of Commercialization
CereCore,Jacob Grigsby,Business Development Representative
Ping Identity,Hannah Sierra,Director of Marketing
JPM,Barbara Alcaraz Silva,Executive Director
Infor,Joerg Schwarz,Senior Industry & Solution Strategy Director
Technossus,Geri Pavia,Client Partner HC & Life Sciences
NetDirector,Lynda McNally,Healthcare Account Manager
450 Ventures/BCBSAL,Sean Cunliffe,Sr. Associate
The Health Management Academy,Aisha Sylvain,Managing Director
Bounteous,Katy Allen,EVP Healthcare
Crossings Healthcare Solutions,Lucien DeCecco,Account Executive
Bounteous,Megan Donahue,"SVP, Growth"
Zen Sleep,Sunny Liang,CEO & Co-Founder
InterSystems,Brian Fives,National Account Executive
Clarion,Kym Chua,Partnerships Director
Agentifai,Simone Pinto,COO
Healthwise,Christy Calhoun,Chief Content Officer
Keysight Technologies,Kim Schwartz,Account Director
Keysight Technologies,Chad Brace,Account Director - Healthcare East
GE Healthcare,Amber Whisler,Content & Campaign Strategy Leader
Arkangel Ai,Jose David Gómez Zea,CEO
Sonaro Inc,Karina Gasbarrino,Co-Founder and COO
Health Care Investment Visions,Joseph DeLuca,Managing Director
Ensemble Innovation Ventures,Shannon Flahive,Senior Associate
Abridge,Matt Barlup,Director of Enterprise Development
Agathos,Steven Waye,President
InsightRX,Srijib Goswami,CEO
Laerdal Million Lives Fund,Dana Sun,Principal
Guidehouse,Erik Pupo,Director
Doximity,Mike Liles,"Vice President, Hospital Partnerships"
NEA,Michael Li,Investor
American Family Insurance Institute,"Amber H. H. Porter, MBA",Sr VC Associate
Apprio,David House,CRO
OracleHealth,Brett Stenhouse,"VP, Marketing"
Apprio,Kali Durgampudi,CEO & President Innovation
ServiceNow,Aamir Siddiqi,"National Director, Healthcare and Life Sciences"
HealthQuest Capital,Anthony Williams,Partner
Kepler Team,Olga Muller,CEO
Halcyon,Jason Green,"Dir., Revenue Operations"
Quil,Samantha Wills,Marketing Manager
Sage Growth Partners,Jennifer Walsh,Senior Vice President Sales
Sage Growth Partners,Drew Whalen,"SVP, Business Development"
Concord Health Partners,George Hoffmann,Principal
NCQA,Ryan Pettengill,Associate Director of Business Development & Sales
Doceree,Vijay Adapala,EVP Global Supply Partnerships
Blackford,Ben Panter,CEO
Informatica,Kristen Posso,"Lead Regional Marketing Manager, Healthcare & Life Sciences"
Verizon,Lindsey Fabiano,Mgr-Prog & Proj Mgmt
Pixel Health,Barbara Casey,President
Clinical Architecture,Jaime Lira,"VP, Marketing"
ThoroughCare,JP Yonushonis,Business Development Representative
League,Emir Tahirovic,"Director,Strategic Accounts"
National Minority Health Association,Burgess Harrison,Executive Director
eighty2i,Andrew Boyd,"Partner, Transaction Services"
Paloma Health,Guillaume Cohen-Skalli,CEO
Vida Health,Veeneta Lakhani,Chief Growth Officer
Northwell Holdings,Annika Kim,Senior Associate
CDW Healthcare,Aaron Godinez,"Program Manager, Events"
Nixon Gwilt Law,Rebecca Gwilt,Partner
Liberty Fox Technologies,Bill Evans,CEO
Tarsadia Investments,Jay Santoro,Vice President
Northwell Holdings,Richard Mulry,President/CEO
Phreesia,Alicia Cowley,"Director, Clinical Content"
Refinery Ventures,Peter Schmidt,Senior Associate
iMethods,Tim Galvin,Director of Business Development
Get Well,Katie Esposito,Account Executive
Optum,Kevin Cahalane,"Senior Director, EHR Services"
Surgery Partners,Caleb Ammen,Manager Of Innovation
Andor Health,Noel Khirshukhani,Chief Growth Officer
"Zones, Inc.",Brian Slobodien,Healthcare Field Account Executive
The Garage,Pranam Ben,CEO
Tidelift,Cameron Miller,Enterprise AE
Trayt.Health,Cameron Bowman,Director Of Marketing + Relationships
Tidelift,Margot van den Broek,Marketing Manager
IntouchCX,Julie Kiernan,Brand and events manager
Encora,Patty Trautman,Events Coordinator
Hyro,Rami Kandel,Regional Director - Healthcare
KLAS Research,Tiffany Burnett,CMO
vellum,John Larsen,CEO
Guidehouse,David Burik,Partner
KLAS Research,Adam Cherrington,Vice President Digital Health
IntraPosition,Maayan Darki,CBDO
Parent Ready,Dan Solomon,CEO & Co-Founder
Candor Health,Zach Macko,co-founder & head of partnerships
Hyro.ai,Israel Krush,CEO & Co-founder
"Root, Inc.",Erica Armstrong,Founder/CEO
"Altheia, Inc.",Jolly Nanda,CEO
Ecton,Itamar Perlov,CEO
Stratos MedTech Pty Ltd,Chelsea Cornelius,CEO
GenomicMD,Jason Lobel,CEO & Co-Founder
WillowTree,Amanda Horner,Margeting Manager
Ten Adams,Brandon Scott,VP Digital
RedPoint Global,Veronica Gosselin,"Senior Marketing Manager, Healthcare"
HerMD,Kathy McAleer,CEO
Predictive Healthcare,Talal Ali Ahmad,CEO
Outcomes Collective,Rohit Seth,Managing Director
FENEX Healthcare Consulting,Kyle Tilley,President/CEO
VYNYL,Morgan Stevenson,"Director Of Operations, Client Success"
"Zones, Inc.",Bruce Heather,Field Account Manager
Healthwise,David Foster,Senior Director Consumer Strategy And Insights
Firely,Rich Almeida,Vice President Product Strategy & Compliance
AWS,Georgia Thomas,Health Excutive Advisor
Mayo Clinic,Jamie Sundsbak,Sr. Manager - Mayo Clinic Platform_Accelerate
EmpowerHealth,Margaret Kelly,Chief Growth Officer
Sharp HealthCare,Timothy Zoph,Senior Advisor
Care Continuity,Michael Murphy,Vice President Of Sales
SteadyMD,Josh Hoders,"Vice President, Partnerships"
Prevention System,Alex Bednar,VP Business Dev
ACUITY.health,Srinivas Nimmagadda,"Founder, CEO, M.D."
Mayo Clinic,Maddie Drake,Events Manager
NCQA,Emilee Bishop,Senior Marketing Specialist
Etiometry Inc.,Shane Cooke,CEO
CDW Healthcare,Eli Tarlow,Healthcare Strategist
Bloomberg Intelligence,Jonathan Palmer,Sr. Equity Research Analyst
Verily (Alphabet),Scooter Plowman,"Physician Lead, Clinical Science Strategy & Innovation"
Mesirow,Daniel Miin,Managing Director
Hyro.ai,Michael Blumental,COO
AVIA,Stephen Gordon,Vice President Business Development
Tech Square Ventures,Jason Kuo,Senior Associate
Firely,Michelle Beck,"SVP, Growth"
Catalyst Investors,Sidney Kanell,Associate
Tempus,Heather Lamb,Sr. Director Commercial Connectivity Partnerships
ThoroughCare,Earl Hutz,COO
Mayo Clinic,Kyle Eisenzimmer,Account Manager Solution Developer
"Intely, Inc",Jamie LeComb,Business Development Representative
Duality Systems,Cindi Brothers,Chief Operating Officer
Grameen PrimaCare,Vidar Jorgensen,Chairman
NCQA,Wendy Talbot,"AVP, Measure Collection and AUdit"
Oracle,Sue Klemens,Principal Field Marketing Manager
Apollo Enterprise Imaging Corp,JT Thompson,Regional Sales Executive
Spectrum Enterprise,Theresa Dudley,Mgr. Healthcare Segment Marketing
Trinisys,Adam DesPres,Director - East Coast
Jamf,Adam Derrick,Field Sales Engineer III | Healthcare & Life Sciences
Nice,Matt Gerth,Account Executive
"Dream Team Baby, Corp",Conner Herman,CEO
Nice,Josh Barber,PSE
Twig Health,Amir Kishon,CEO
Apothēka Systems Inc.,Dennis Maliani,CEO
Noula,Noelle Acosta,CEO & Co-founder
RevSpring,Rhonda Savoia,Senior Sales Executive
HealthLX,Saaj Singh,Director of Growth
Oracle,Chris Boone,Vice President Research Services
HealthLX,Tony Larson,Chief Growth Officer
PayGround Inc.,Drew Mercer,CEO
RevSpring,Nick Arthurs,"SVP, Payer Solutions"
HealthLX,Will Tesch,CEO
PayGround Inc.,Andy Rellihan,Chief Growth Officer
Optimum Healthcare IT,Geoff Blanding,"EVP, Implementation and CareerPath Services"
McDermott Will & Emery,Alya Sulaiman,Partner
Particle Health,Lilly Wellenbach,Director of Product Strategy
McDermott Will & Emery,Dale Van Demark,Partner
iGan Partners,Billy Lai,Principal
Cecelia Health,Liam Kennedy,Marketing Manager
SNOMED International,Rory Davidson,Chief Digital Information Officer
WellPlay,Ari Mostov,Principal Narrative Strategist
Juno Health,Michael Bond,"Vice President, Commercial Sales"
AnalyticsIQ,Sarah Cavrak,Senior Director of Cognitive Sciences
GE Healthcare,Ryan Fox,"Strategic Director, Virtual Care at Home"
BEN,Andy Sharma,Head of Business Development
Steel Patriot Partners,Jason Ford,CEO
Steel Patriot Partners,John Emard,Head of Client Success
PayGround Inc.,Jana Berrelleza,Marketing Director
Labcorp,Isabelle Schein,Director of New Ventures & Strategic Alliances
Apzumi,Monika Cierniak,Business Project Manager
Zoll Data,Chad Kossel,Channel Partnerships Manager
Molecular Testing Labs,Robin Bramman,Director of Strategy and Corporate Transformation
LMI,Christen Smith,President
Takeda Digital Ventures,Laura Pasternak,Chief of Staff
Mayo Clinic,Clint Simon,Platform Development Executive
Takeda Digital Ventures,Suzie Yoon,Principal
Best Buy Health,Jenny Ramseth,"VP, Offerings, Product, and Strategy | Best Buy Health"
Current Health,Jamie Cope-Hemmick,"Senior Manager, Clinical Operations"
Spectralink Corporation,Stephanie Lavallee,Marketing Communications and Events Manager
Best Buy Health,Donna Breault,"Sr. Manager, Marketing Events"
"etectRx, Inc.",Eric Buffkin,President & CEO
Cognizant,Anu Bhaskaran,Sr Director
Veda Data Solutions,Shelley DauSchmidt,Director of Marketing and Communications
juli health,Germaine Oliver,Product Manager
JMI Equity,Matt Emery,Partner
Point-of-Care Partners,Brian Dwyer,Growth Lead
IMO-Intelligent Medical Objects,Michael Klozotsky,Chief Marketing Officer
T-Mobile,Gayle Conarello,Practice Lead IoT Healthcare Solution Sales
Censinet,Ed Gaudet,CEO & Founder
Lumeon,Lindsey Bates,Health System Business Executive
Logiksavvy Innovations LLC,Kathy Bratcher,Founder
T-Mobile,Christine Gall,Sr Product Marketing Manager
Simbo Inc,Baljit Singh,CEO
InterSystems,Jim Turner,National Account Executive
Veda Data Solutions,Meghan Gaffney,"CEO, Co-Founder"
juli health,Bettina Duhrkoop,CPO
Primary.Health,Jack Hysell,Director of Integrations and Digital Partnerships
Alex Therapeutics,John Drakenberg,CEO
314e Corporation,Mate Mulac,Sr. Director | Client Services
SiteLabs,Darren Schaupp,CEO
Ada Health,Simon Wolpert,"Managing Director, North America"
Encap Health,David Neyhart,Founder CEO
Notable,Pranay Kapadia,CEO
Veradigm,Michael Moore,Chief Revenue Officer
OtisHealth,Marc Mar-Yohana,CEO
"MonitAir, LLC",Aron Bobrowski,COO
Abstractive Health,Vince Hartman,CEO
ClaimRev,Brad Sharp,Co-founder CTO
Agile Infusion Services LLC,Yossi Faber,CEO
eVisit,Bill Tedstrom,"Director, Enterprise Solutions"
Ipsos,Jeff Wasserman,Senior Vice President
Arkin Holdings,"Nadav Shimoni, M.D.",Managing Director
Verily Life Sciences,Jeff Marwill,VP Health Plan Business
Ernst & Young (EY),Aloha McBride,Global Health Leader
The Clinic by Cleveland Clinic,Scott Schweiger,Vice President
Availity,Shari Matkin,"Director, Technical Implementation"
The Dot Corporation,Eliad Josephson,Strategic Partnerships
InterSystems,Jason LaCroix,Partner Sales Executive
ResMed,Larissa D'Andrea,"Vice President, Impact"
"Privacy Analytics, Inc.",Andy Ketch,Client Executive
BAM Elevate (Balyasny),Kristin Baker Spohn,General Partner
Omada Health,Ramon Navarro,"VP, Health Systems"
Vertex Health,"Adam Glasofer, MD",Founder/Principal
ProcessBolt,Gaurav Gaur,Founder
Holon Solutions,Pernell Jones,Vice President of Sales
Holon Solutions,Shannon Helton-Gorski,Director of Value Realization
RedPoint Global,Sarah Lull,Healthcare Account Executive
Ipsos Healthcare,Steven Hornik,Senior Account Manager
Ernst & Young (EY),Laura Dillon,"Senior Manager, Washington Council EY"
Clearstep,Raven Cobb,"Vice President, Marketing & Growth"
Blue Eagle Consulting,Lauren Wadsworth,Director Of Business Developemnt
Epic,Carissa Kathuria,Software Developer
11|TEN Innovation Partners,Caleb Szubski,"Partner, EVP of Delivery & Innovation Services"
Regard,Nate Wilson,Cofounder
GSR Ventures,Yuechen Zhao,Partner
Huenei,Juan Ignacio Leoni,Account Manager
"Determined Health, Inc.",Scott Kaiser,CEO / Cofounder
Epic,Sumit Rana,"SVP, R&D"
Elation Health,Veronica Alfert,Enterprise Account Executive
GE Healthcare,Garrett Cathey,General Manager
Oscillo Biosciences,Brian Groch,CEO
COR Consultants,Nicole Denham,Principal Clinical Consultant
YourBio Health,Rashid Hussain,Director of Sales
www.remedihs.com,Carola Quintero-Perrin,VP of Client Relations
Epic,Garrett Adams,"Director, R&D"
Kno2,Travis White,"SVP, Partner Experience & Solutions Strategy"
ReMedi Health Solutions,GP Hyare,Managing Director
Lynx MD,Ofir Farchy,CTO
GE Healthcare,Jodie Lail,Revenue Marketing Leader
Clareto,Carter Smith,Director of Data Partnerships
MATTER,Colleen Wisniewski,Director of Marketing
Lynx MD,Omer Dror,"CEO, Founder"
MRO Corporation,Moliehi Weitnauer,Chief Product Officer
Savvy Cooperative,Vincent Sims,Patient Advocate
California Health Care Foundation,Vanessa Villaverde,Senior Program Investment Officer
"Navv Systems, INc.",Daniel Siegal,CEO
Hughes & Company,Anthony Luchetta,Principal
Amazon Web Services,Todd C. Sharp,Head of Strategy & Area Principal
Abbott,Janna Jagoe,"Senior Director, Marketing"
AVIA,Karen Dillard,Dir of Business Development
CareJourney,Fiona Lynch,Sales Consultant
Healthrate.io,Nikki Ahlgren,Chief Commercial Officer
Ryght,Simon Arkell,CEO
Innova Solutions,Rajesh Khandelwal,"VP, Buisness Development, Provider Segment"
HiDO,Charles Gellman,CEO
Seae Ventures,Justin Williams,Principal
County of Santa Clara - HHS,Khalid Turk,Chief Healthcare Information Technology Officer
HealthTech Hang,Harry Goldberg,Founding Member
MATTER,Steven Collens,CEO
Savvy Cooperative,Natasha Sims,Patient Advocate
Thread Health,Paul Julius,CEO & Co-Founder
DocNexus,Mahek Chhatrapati,CEO
Cedars-Sinai Technology Ventures,Kinshuk Kocher,Investments & Special Projects
"Luminate Health, Inc.",Shally Madan,COO & Co-Founder
Agentifai,Rui Soares,VP of Sales
InterSystems,Clint Moon,Director of Solution Partner Sales
HealthPals,Brian Palmer,SVP of Commercial and Operations
Cedars-Sinai,Samantha Shobash,Manager
Lazard,Ian Wijaya,Managing Director
ID.me,Jason Barr,"VP Sales, Healthcare"
AppliedVR,Emily Judge,"Vice President, Market Access & Strategic Partnerships"
Halcyon,Ben Carr,Advisory CISO
